#ELSD# 2048 1024 texture1.pgm (width height input)
# FORMAT:
#   line <x1> <y1> <x2> <y2>
#   circle <cx> <cy> <rx> <ry> <angle_start> <angle_end>
#   eclipse <x> <y> <rx> <ry> <rotation> <angle_start> <angle_end>
line 1721.902108 594.371092 1724.071197 609.418792
line 900.839437 283.519793 893.488728 270.932609
line 212.575487 344.205747 269.489092 322.169670
line 962.899322 506.853886 961.971878 516.767118
line 511.910366 642.390868 403.111770 637.149628
line 1569.117833 435.470230 1551.762765 464.307454
line 1110.474726 471.934863 1156.856737 469.078454
line 1698.121329 523.069951 1673.066031 524.740642
line 1110.799283 623.346528 1099.245592 621.388659
line 1855.482932 769.374984 1855.487492 729.374984
line 615.747121 828.996299 625.900550 832.270509
line 740.498345 850.473890 856.747361 856.742156
line 1609.590690 390.283315 1596.667817 391.101120
line 801.603105 479.668517 840.468270 486.514736
line 660.581845 510.274517 771.887364 512.509154
line 1085.625187 609.183388 1069.373983 609.167538
line 1528.130266 644.421567 1507.964093 646.702219
line 1124.457564 656.746451 1076.884670 658.402734
line 1701.403483 581.785177 1702.700904 593.029705
line 1277.370708 590.489569 1264.150155 596.369450
line 41.740796 601.800040 71.812115 598.754149
line 2045.798140 632.845881 1998.003921 636.571911
line 1159.255696 653.410575 1140.492812 654.421442
line 1745.659632 680.077775 1674.152091 683.601619
line 1899.737066 679.975159 1887.009393 672.883789
line 1283.172751 338.245841 1260.293701 347.286596
line 175.011734 625.705433 173.336597 612.933303
line 95.525735 479.153592 94.459637 491.669257
line 878.857453 495.576442 872.176363 566.785996
line 888.368100 498.148068 882.669694 558.200409
line 1062.238499 546.800094 1063.109773 565.567676
line 1661.873553 593.983548 1690.625578 594.032023
line 187.624920 635.632657 187.394719 620.597903
line 1690.626996 670.673736 1709.294476 669.909107
line 653.007166 676.283938 678.098903 680.770937
line 1813.798670 821.889544 1793.032950 832.952213
line 1229.862146 352.091378 1239.754651 358.268779
line 1066.453393 565.607218 1067.190169 548.138293
line 1375.348950 621.550482 1385.814890 622.878519
line 925.725612 560.236955 923.659975 573.009361
line 1686.880766 569.535044 1671.855234 570.076397
line 418.097424 633.015975 540.616489 635.977128
line 1101.206923 455.237106 1089.185634 452.814763
line 1452.174924 533.121515 1451.884338 508.110369
line 1056.883476 605.227505 1084.368331 604.954247
line 1195.598539 611.448840 1205.637450 610.825510
line 1163.463273 645.903697 1145.613646 633.140880
line 885.296028 494.901172 900.470047 497.711615
line 1084.805848 604.970686 1077.157466 578.403542
line 9.591413 598.197311 10.461669 610.636427
line 175.401715 648.093617 174.790958 628.112286
line 1931.827872 699.385833 1928.785169 686.148605
line 845.380874 579.467588 853.554927 490.664573
line 1105.429890 517.286186 1121.039134 513.655436
line 937.703788 515.584874 938.895125 503.079285
line 1067.081694 499.461911 1064.467387 543.279670
line 1533.094621 565.011230 1560.650852 563.647292
line 1622.857788 610.716254 1624.615937 591.781306
line 925.240569 659.321506 914.618083 735.658825
circle 1274.898903 784.034055 -3.404451 -3.404451 0.000000 4.401882 10.498685
line 650.523965 837.598227 739.459165 850.022536
line 14.018925 378.390331 6.550077 368.367118
line 1650.385750 521.907455 1653.950077 548.182642
line 1030.987834 543.345538 1033.047163 528.285281
line 1531.530589 584.382846 1530.932289 558.118000
line 1605.449952 579.392271 1603.593764 560.578751
line 2018.044335 585.154071 2029.215355 583.240604
line 1610.850661 578.265315 1612.387183 603.170519
line 1267.358472 611.368387 1276.918446 596.903714
line 180.633353 614.493020 182.290255 649.473746
line 689.353639 705.656168 712.507984 721.525278
line 1694.909329 549.486032 1701.143928 519.482832
line 1230.519163 603.695152 1238.221682 602.496043
line 93.085669 621.565120 0.490773 633.317442
line 435.519812 830.418634 395.547908 826.389879
line 104.964498 247.535032 136.510653 215.268784
line 1551.870218 467.921678 1456.834591 470.157045
line 1354.489755 591.178772 1344.901490 593.165685
line 1318.178428 611.973628 1340.668921 611.511226
line 541.814281 634.729965 590.594183 631.420738
line 2045.786123 363.365472 2039.445151 367.614108
line 854.183897 489.152257 876.830310 493.365227
line 2027.918301 511.705801 2025.879411 529.259360
line 1012.779701 501.839525 996.203416 663.184425
line 194.497874 620.778606 195.538360 636.880599
line 1610.647629 629.921518 1645.742731 628.468406
line 598.196437 636.787960 513.056989 642.017824
line 1793.696739 831.631164 1776.450195 820.005175
line 2008.777905 506.107654 2021.373498 501.361334
line 1053.346342 564.488472 1053.737059 559.422203
line 1383.116993 714.374698 1382.362107 734.393368
line 994.791631 570.649976 996.891197 535.625971
line 1142.529949 607.277041 1135.588412 618.585227
line 1631.872269 611.705064 1675.631056 611.001794
line 1891.584952 630.379262 1905.961676 613.410244
line 1899.424678 678.120606 1897.879230 660.646737
line 1622.907578 673.822919 1590.490610 721.784166
line 1194.220033 461.133683 1178.403135 456.315176
line 920.148914 573.212828 921.845438 558.263501
line 1140.487733 655.158607 1124.503330 655.898268
line 1648.307930 734.680710 1659.109437 684.051661
line 1166.053105 500.540769 1163.871963 521.823447
line 1672.291335 524.336884 1670.568218 505.515758
line 1721.256200 565.469321 1724.811414 579.883961
line 1601.727784 597.305007 1570.546597 599.522585
line 961.442403 561.834263 966.386757 509.329023
line 1070.773606 837.279604 1059.390890 838.301925
line 1501.896249 598.424348 1490.614364 599.225167
line 1529.375715 608.134194 1604.408225 602.302486
line 1246.677789 607.404753 1266.982519 609.654684
line 1660.455598 631.122426 1675.663990 629.835918
line 1881.835095 669.461433 1871.689307 664.777201
line 1619.120812 685.486502 1624.752908 675.149827
line 709.387232 728.105183 689.664330 715.931394
line 1877.423672 814.218838 1866.417695 819.708104
line 1279.378908 486.853920 1239.139631 479.394715
line 1256.726274 566.764760 1264.396483 559.353550
line 1571.889783 583.323013 1596.936823 581.453106
line 1613.765013 606.525036 1611.592440 618.071835
line 1998.047986 593.099954 1997.244798 635.655572
line 189.210389 655.634689 188.037289 635.703735
line 1506.809007 647.979547 1474.213247 662.768485
line 2035.952223 374.175952 2037.777869 388.642064
line 857.770674 493.203012 851.122908 569.527241
line 83.545168 550.589449 80.263084 511.799857
line 1651.574118 548.165936 1648.166471 523.119358
line 16.863913 610.482258 26.900452 609.702675
line 1242.797595 633.076860 1245.549049 614.363833
line 1125.422824 628.379598 1137.192147 637.725620
line 1093.772164 650.656978 1082.572980 645.390689
line 1376.184560 544.293465 1372.476201 575.695996
line 1277.067518 580.618835 1290.689144 582.706468
line 1054.871066 593.275035 1052.574719 581.735754
line 1646.815976 595.626577 1646.547138 585.566951
line 1559.064761 776.605459 1586.984488 744.470125
line 8.554057 386.283704 10.102538 377.586849
line 1243.151044 483.012552 1182.633737 468.996066
line 1764.460124 464.745605 1711.863837 476.826400
line 842.674876 489.224741 834.595116 580.644454
line 1410.898787 563.127058 1411.265201 514.379812
line 1369.596421 579.400409 1373.751016 543.196839
line 1640.674818 661.887083 1644.319268 646.861482
line 998.166178 526.360726 980.877107 524.976397
line 999.002272 563.089127 1001.647646 535.603118
line 1495.316255 649.788117 1519.874201 640.728132
line 1091.973379 424.260334 1091.184855 432.179668
line 1534.363699 585.368765 1561.920357 584.153411
line 1092.559007 618.487761 1087.331867 610.332181
line 1808.968233 642.283053 1798.975875 632.275424
line 194.849028 640.557254 197.575151 659.632228
line 226.379854 347.959706 269.700011 332.803990
line 1703.060882 520.612793 1698.292823 545.656951
line 114.317594 565.282014 83.455978 552.335991
line 172.956314 629.756754 163.203528 625.447282
line 1529.253739 762.263121 1461.352124 741.048575
circle 1192.667673 816.449861 -3.109292 -3.109292 0.000000 2.707980 8.553228
line 112.893843 401.276892 128.466419 395.258406
line 220.628285 445.649206 279.315224 437.684545
line 1569.373345 563.105266 1596.889430 560.797020
line 1415.981938 554.373976 1415.910187 529.374181
line 1311.744392 573.892627 1329.413103 575.036384
line 1067.647512 578.183334 1065.756233 603.229300
line 1449.354482 594.659254 1469.372004 594.233969
line 1598.325608 397.244323 1593.478635 403.019846
line 121.715566 523.064471 120.605082 503.056727
line 1533.111528 536.553894 1558.172303 535.502489
line 2011.762635 545.616749 2001.973527 536.766027
line 2011.575061 645.566158 2012.273943 656.850292
line 1862.817079 730.568823 1865.731512 779.443187
line 1859.655401 794.498280 1796.006683 807.494310
line 1113.532359 499.212962 1112.079718 484.354985
line 93.093986 493.981270 85.542379 494.576116
line 598.130180 511.586483 411.872896 508.242199
line 960.721906 516.981911 952.959783 516.323873
line 1465.495982 588.541205 1495.702035 590.880136
line 1720.668615 601.285692 1675.617390 604.259727
line 1343.176891 740.625570 1343.341779 725.613651
line 1529.359674 550.217228 1561.860744 548.995687
line 1260.668186 572.766558 1287.037959 571.489243
line 2005.132004 614.419267 2003.887251 600.556556
line 1622.472043 656.990317 1625.116636 671.964781
line 600.620537 683.916047 623.126873 684.043023
line 901.745906 500.612737 896.288135 558.069254
line 124.594041 501.956969 126.379572 524.414390
line 1044.404997 540.189497 1034.366523 539.498066
line 1073.338179 542.635328 1093.869121 514.926356
line 1471.988046 608.947111 1490.727484 606.370300
line 1443.310900 668.918257 1421.501072 674.029409
line 1405.707926 692.114320 1460.612703 673.089512
line 1895.271184 697.537954 1880.934797 689.886682
line 1553.926305 768.985253 1595.263082 721.396408
line 1866.335862 779.874826 1873.266886 804.684571
line 2.867628 388.325489 8.826814 384.247379
line 1217.701164 603.823101 1239.289094 608.519854
line 9.777383 651.950275 8.666191 639.437948
line 102.813984 680.654571 97.586705 625.676180
line 909.584379 719.406606 912.988703 696.854426
line 918.470219 729.568108 910.291807 744.188619
line 1330.022627 761.520824 1319.991719 707.776593
line 1867.936096 813.191049 1861.413623 794.536317
line 337.988676 262.397586 361.838081 257.928003
line 280.567644 440.210611 220.507154 448.523575
line 1803.039800 489.794234 1819.377150 493.114421
line 791.895986 593.345596 801.750842 480.723515
line 1164.326294 525.810834 1150.592098 525.344946
line 688.116901 660.166501 701.916619 660.307710
line 1093.251413 724.856309 1068.109115 720.721591
line 1859.770060 786.465203 1851.096785 777.639800
line 2001.914986 498.441289 1982.993321 500.833422
line 1225.112372 570.725950 1229.067977 541.832967
line 844.619850 631.382247 889.339985 598.077983
line 1144.009225 618.226811 1148.675992 610.217700
line 925.393615 627.185700 916.666123 640.949972
line 1695.647576 662.028352 1770.677659 650.982700
line 906.775490 493.459410 1010.587044 499.979338
line 2018.065826 514.310870 2018.942024 530.581001
circle 225.516631 566.600957 -2.078480 -2.078480 0.000000 4.798477 10.903595
line 1099.336749 587.174106 1118.099606 589.573568
line 1902.533939 686.861066 1912.112082 682.381980
line 351.858551 770.708623 380.484445 776.339541
line 932.931883 276.514787 943.822544 270.676100
line 1225.589778 341.089445 1218.104826 341.425046
line 9.308426 393.531510 18.175737 387.196623
line 78.376851 469.486906 79.984422 501.782444
line 2001.891456 537.133271 1995.268345 528.675444
line 887.136919 596.395995 899.485718 592.200915
line 1231.576042 543.087126 1227.912328 572.006417
line 739.909383 611.860773 653.359737 630.466919
line 1478.248214 655.967684 1494.627872 650.078291
line 1350.490603 718.202871 1357.483767 730.272273
line 1065.758879 441.822534 1035.439350 443.481000
line 1171.932246 462.453628 1129.209472 461.180741
line 775.582505 515.405860 768.031903 603.009237
line 1296.440837 529.394575 1296.801261 514.373231
line 1887.055197 671.811842 1881.942957 669.567507
line 515.217712 823.061478 486.811386 813.310315
line 1460.639559 468.304134 1294.168491 481.834144
line 837.027718 489.665106 806.798525 484.855678
line 771.907304 517.994900 668.096200 516.719864
line 635.455804 587.141831 649.219930 595.869554
line 26.314866 600.942578 31.206255 590.317145
line 1099.303545 632.794168 1126.786035 632.100465
line 1501.860642 631.812519 1519.574248 627.742082
line 1084.374436 645.242886 1075.447919 632.380399
line 1879.453048 659.749653 1861.980502 658.191750
line 575.481135 813.502851 589.568575 818.866591
line 2042.452806 369.195210 2036.347646 376.595879
line 1969.356743 472.863623 2038.294269 468.048310
line 936.984635 500.870217 919.286173 498.939078
line 68.354235 603.516575 40.524157 607.402854
line 1046.497053 606.729151 1047.598069 594.439780
line 990.818210 663.293265 1005.397757 538.244244
line 28.372267 639.348018 34.256838 693.274297
line 1460.673054 740.520249 1403.780377 714.421205
line 404.350331 824.628185 428.118280 826.943966
line 1429.328046 456.611740 1418.577666 442.481622
line 897.907340 590.719797 906.744967 494.477843
line 1099.318445 656.997775 1092.949524 650.936075
line 1350.481469 686.901941 1355.411050 713.165158
line 712.545172 719.967484 746.667995 707.555888
line 1699.357028 739.378970 1725.619594 739.000181
line 264.505958 776.535027 279.664279 782.374018
line 336.721832 786.428675 385.372340 795.700710
line 317.011294 806.377683 335.725964 811.506596
line 567.999761 824.471908 588.169127 822.281278
line 1567.158142 838.943505 1548.249127 841.531814
line 2038.599969 468.186749 2046.259550 564.324443
line 1080.643389 493.129867 1083.362402 482.856987
line 2021.773027 501.570798 2034.452888 519.696051
line 2028.050842 578.452486 2043.254049 577.230351
line 104.874764 620.874202 108.964497 674.214794
line 1625.624965 655.701290 1639.375531 655.707543
line 676.193300 655.030549 681.880642 660.637255
line 1455.384239 669.727183 1407.273463 686.751085
line 689.733864 716.959142 680.187924 703.785917
line 1444.604307 716.383416 1538.466282 745.785507
line 299.243576 775.964895 278.234605 767.841534
line 429.350079 823.347406 404.383415 820.549897
line 1486.909631 842.144016 1469.220039 844.421265
line 1124.385128 524.121227 1145.651143 524.969987
line 1139.727747 525.916547 1150.178266 543.392150
line 1531.871688 554.246452 1560.634801 553.505417
line 934.107478 549.346875 929.373668 594.374860
line 1258.250237 596.981794 1227.929435 593.660184
line 1088.128345 642.709162 1105.628064 642.638990
line 1739.160243 632.701007 1779.367308 643.154587
line 1169.509721 690.434332 1181.381888 698.822891
line 1592.923227 720.410044 1606.429519 707.732083
line 1334.909738 732.977148 1338.065706 744.391394
line 876.869257 834.392437 889.260178 838.473614
line 914.214073 423.260307 851.620866 362.105707
line 1802.996826 502.633925 1786.561444 506.923665
line 666.562618 623.049713 764.513322 599.961835
line 1459.367556 636.971759 1474.279289 638.119021
line 873.198309 496.481941 859.234636 493.877586
line 1120.582225 587.209323 1099.359774 584.494001
line 1693.414182 587.863779 1674.336639 590.328019
line 1653.128820 604.274014 1638.103036 603.705682
line 1412.031034 631.311981 1428.087108 635.761725
line 1675.533369 663.469560 1694.468942 661.553272
line 1640.101812 722.087311 1650.742868 685.659431
line 127.117605 344.450145 61.863179 400.403426
line 109.418990 420.623587 108.895148 404.310131
line 122.790472 464.194509 117.668784 402.746277
line 936.940025 524.895371 960.786268 521.915560
line 1961.833067 598.529023 1978.228663 597.716330
line 75.452427 600.135511 83.394422 601.937690
line 1790.527149 646.428762 1805.623556 643.118415
line 1421.815162 674.683278 1412.681398 672.910368
line 471.776356 810.896184 517.842119 827.652677
line 6.080055 364.299330 -0.053549 363.215679
line 135.935989 374.818384 106.676004 395.341287
line 105.624657 506.133680 84.374667 506.119365
line 974.905301 510.561191 973.466062 526.794414
line 1951.884659 608.662005 1995.665463 607.874503
line 1216.543081 638.123123 1216.684392 613.130990
line 1461.845358 624.566981 1500.824116 630.585413
line 1798.962406 627.451206 1815.029751 638.956291
line 1105.645915 638.702997 1086.875261 639.382204
line 1385.688432 765.260966 1400.611933 764.192490
line 379.351367 773.246044 351.920787 767.890482
line 385.550981 792.256993 335.492810 782.557202
line 361.961093 800.434044 346.216511 793.335538
line 1047.035681 528.846449 1045.615350 538.491721
line 1906.803622 706.691468 1909.362897 723.126885
line 1425.323682 738.791580 1453.318764 751.446352
line 1844.153633 737.728577 1853.637999 754.077396
line 1453.128363 506.959100 1486.924292 505.607808
line 1488.271873 506.871885 1488.696475 526.889393
line 1320.638339 530.700118 1298.112859 530.444377
line 969.068412 510.595903 965.625257 546.875024
line 1929.372331 587.013189 1911.854723 586.674858
line 905.089283 594.363057 905.195816 611.885209
line 93.649932 607.696682 95.334423 619.593140
line 1512.565493 615.883312 1487.856789 622.050404
line 127.407605 684.472260 129.759891 701.822819
line 1913.247219 695.816850 1926.426487 687.420957
line 528.126225 221.438546 423.127053 221.143803
line 963.128173 280.801261 933.092904 281.341900
