#ELSD# 2048 1024 texture2.pgm (width height input)
# FORMAT:
#   line <x1> <y1> <x2> <y2>
#   circle <cx> <cy> <rx> <ry> <angle_start> <angle_end>
#   eclipse <x> <y> <rx> <ry> <rotation> <angle_start> <angle_end>
line 1644.637584 855.277004 1624.480128 857.736580
line 823.197711 470.423090 808.635348 465.178910
line 1308.101736 536.355089 1289.333382 537.194906
line 1306.880087 628.671549 1255.632767 628.300944
line 1422.573175 652.105107 1356.634084 627.521185
line 1447.656964 717.256114 1461.967851 709.547373
line 1434.566236 712.178182 1448.350987 703.483276
line 247.926737 139.911075 304.338890 124.244972
line 2033.653703 494.286121 2035.391640 504.624364
line 1344.301374 594.779251 1323.103205 596.624644
line 331.993136 618.819924 349.752836 622.599688
line 451.781400 638.414140 513.184400 642.148244
line 1806.235567 372.393396 1813.282364 369.960378
line 1061.773692 575.938688 1058.002612 559.693581
line 13.740404 573.542882 22.898798 587.450828
line 1715.717654 804.641521 1695.935661 811.518617
line 393.132855 832.355849 505.643671 830.517987
line 717.334746 339.802779 729.519788 346.616058
line 1218.157999 628.601677 1188.159283 627.321584
line 1493.141020 647.883510 1504.341728 648.626550
line 754.383751 670.647393 739.676009 676.395231
line 1657.192432 277.133449 1638.089460 300.596064
line 1102.183005 562.532352 1095.866122 577.504133
line 1673.461998 768.291549 1689.404459 764.498828
line 329.690101 503.121483 330.973623 618.107155
line 434.104790 643.376264 324.287627 623.610436
line 2010.626678 816.851652 2045.714966 819.372967
line 1793.018672 379.058785 1806.504809 374.524063
line 1089.359881 603.745776 1065.623585 604.316108
line 1380.723213 671.129616 1349.207335 677.263545
line 1235.626870 806.706113 1198.117628 806.290842
line 437.234433 438.063988 436.200023 474.355761
line 18.649312 548.839812 40.704429 609.798518
line 1451.716241 588.055102 1471.875190 589.372089
line 1498.086216 592.609403 1513.188815 591.473363
line 719.497182 660.477977 714.084345 702.000061
line 1705.387152 432.697949 1715.145040 427.263243
line 818.303164 575.644715 824.391254 520.626799
line 1541.229055 560.095491 1567.586402 583.725755
line 705.562695 661.600891 717.070516 658.985171
line 1737.108178 826.169811 1714.022152 836.050586
line 374.340067 830.202264 386.923197 830.733612
line 1359.438129 436.007110 1354.701667 414.424946
line 530.144710 505.674978 520.338972 656.694102
line 943.347887 818.863494 935.812927 816.473724
line 1619.499950 305.016568 1574.284132 301.976516
line 961.116041 516.930253 952.565355 592.921375
line 1975.710024 628.921840 1965.558843 630.004984
line 1991.429750 647.502101 1975.992522 627.558062
line 586.885861 421.988739 593.220060 351.770815
line 1.074760 515.366161 19.790125 547.886094
line 785.252457 373.785762 805.362311 385.123852
line 820.305694 396.213193 832.139703 402.637390
line 1055.872645 539.881772 1069.277785 521.802917
line 736.280765 696.684136 726.412643 700.753907
line 807.531343 749.487778 812.264470 721.941922
line 1683.225442 748.211305 1698.141174 747.090179
line 1420.248144 752.443969 1345.674505 703.050258
line 1708.675255 834.335057 1747.379664 816.734797
line 919.370782 527.266715 906.872231 527.132128
line 1473.133303 589.331591 1498.173540 594.121233
line 1210.496008 500.390722 1176.051520 496.016442
line 729.679344 657.699488 739.698410 654.001139
line 245.968908 771.152957 233.762714 779.103999
line 932.757917 589.118971 947.348751 576.158340
line 1190.635797 583.365728 1201.884509 583.486060
line 1290.714527 588.379302 1323.248081 586.443103
line 1961.130990 623.651426 1943.505176 598.740446
line 1435.514845 747.527443 1420.784971 750.242790
line 1960.589435 479.135555 1931.915034 483.394536
line 1021.337265 519.319915 1011.463164 615.710860
line 1099.281242 531.329361 1103.569038 540.415455
line 927.554146 535.452493 925.162250 560.699584
line 134.331678 830.323988 195.748740 821.484778
line 339.286607 745.966378 370.999720 754.177803
line 1175.896405 500.229322 1121.763397 491.301710
line 981.327109 540.897280 966.713329 549.086495
line 741.399544 671.987528 753.200208 667.054926
line 1788.393555 847.446140 1770.692795 855.769180
line 1099.266975 596.837862 1103.122186 585.624032
line 15.275894 602.686767 2.215148 617.181497
line 1319.386533 683.260158 1235.712494 690.400326
line 853.995730 689.577869 882.185206 696.936695
line 714.477372 703.446507 702.817471 707.159186
line 116.661695 781.643633 118.640463 790.509960
line 591.143555 820.052264 614.674777 816.211779
line 1855.340155 825.518746 1864.877565 817.470558
line 1803.335030 378.654293 1793.409811 382.592747
line 1179.393487 659.493050 1163.150328 662.036738
line 1886.808006 686.304725 1934.217072 690.977357
line 1450.363892 706.442935 1438.441152 713.648148
line 1205.934660 384.904336 1213.402080 388.850702
line 743.297247 463.544344 705.603623 455.728088
line 982.718756 553.214205 985.910672 523.023048
line 519.426182 648.597163 434.383140 643.001286
line 898.426793 689.304309 882.813864 685.736576
line 1263.073813 796.097199 1239.344322 797.658848
line 1412.267084 603.154776 1413.060953 559.373839
line 1222.045038 594.099365 1243.171917 596.454044
line 1925.653954 649.015503 1904.340857 647.298927
line 1369.162581 665.656110 1338.989755 670.914414
line 829.448291 520.485179 826.759767 543.111308
line 1493.120905 586.112050 1473.121481 586.219399
line 984.954002 647.198605 976.248429 662.774808
line 1384.374421 543.343825 1408.124255 543.406667
line 1380.781269 600.629426 1381.843613 563.124111
line 1694.523464 435.912367 1705.984845 429.991024
line 1951.132108 582.231611 1964.069789 570.202344
line 2006.751523 627.588524 2042.176507 619.434965
line 1115.682733 680.475727 1113.574310 644.348778
line 392.832062 829.922362 414.538557 791.968541
line 1316.862345 803.071048 1345.502591 796.353139
line 1433.088889 476.529302 1230.449694 497.696774
line 1360.679074 704.288314 1403.623099 731.076499
line 1317.718475 786.603493 1403.601095 763.656890
line 1067.998219 487.149714 1114.343540 491.003354
line 2043.382987 619.338828 2045.493766 634.393400
line 911.445704 636.951028 909.483260 658.135029
line 1908.024579 833.604620 2014.351607 839.777913
line 1105.116817 510.581230 1103.815957 525.684513
line 1453.109772 552.636410 1462.419784 576.164818
line 1043.081357 581.876815 1042.607715 570.490527
line 1273.226088 808.894263 1315.650532 803.319296
line 673.112149 446.938529 795.897731 471.776780
line 1175.349043 559.009878 1185.126889 551.619832
line 1383.094195 569.160803 1406.860349 569.867620
line 513.600648 640.576319 521.619084 513.030328
line 1288.874512 535.687750 1289.346021 520.663319
line 966.696975 545.733436 967.961268 533.234882
line 1235.697804 561.840718 1241.904739 575.022402
line 2020.386087 596.987919 2034.309338 594.062489
line 862.940988 582.605990 888.298892 573.615465
line 1566.363270 584.577382 1585.233367 632.291172
line 1523.135536 637.963115 1493.181067 636.013546
line 326.417774 757.662308 338.249397 745.748539
line 271.829648 822.395244 373.181184 831.230494
line 1995.699178 503.327491 2015.755203 495.980430
line 1529.557928 656.264259 1513.614992 651.489065
line 73.297406 695.665598 0.592011 705.378054
line 1463.572199 722.051800 1473.379638 714.715405
line 665.525604 805.323957 734.960547 782.398460
line 683.036141 328.375279 710.610693 338.165297
line 1414.373790 560.225754 1440.627337 560.146210
line 856.341702 662.429745 869.040578 652.689017
line 1691.184875 762.584366 1681.031886 752.706770
line 1635.096834 726.076306 1671.474416 768.649193
line 781.356521 458.245507 759.241331 453.788209
line 950.206811 571.982930 954.436756 539.383013
line 2018.308536 644.181893 1991.984108 648.753298
line 916.966072 665.062344 891.815680 660.991491
line 1370.962865 804.747296 1287.201295 822.191745
line 1275.540798 830.224882 1380.622119 808.111308
line 1028.553155 483.139300 977.928767 477.337151
line 910.002464 569.411643 896.456828 576.017519
line 1121.980531 705.654407 1128.015767 683.996238
line 980.681786 561.330774 985.790342 550.130286
line 1008.818903 571.956688 1010.449628 558.104355
line 1409.115497 559.364002 1408.002707 585.619817
line 1498.064430 633.508873 1471.874770 629.376460
line 931.766692 639.937774 912.990435 636.324209
line 1399.672145 659.292493 1421.998463 653.610090
line 1180.598750 670.601077 1261.879370 671.462774
line 1404.000188 731.311957 1420.726895 740.438247
line 1920.689097 386.110822 2020.599172 372.929236
line 810.609073 389.403063 820.319215 394.913805
line 1868.312347 410.240106 1884.351538 406.766661
line 2028.065651 601.512355 2010.623664 604.366835
line 1344.591149 691.587447 1360.377730 703.453955
line 205.473473 811.588206 271.658665 822.000168
line 133.172370 800.928199 171.206612 823.390172
line 45.204957 372.005710 70.347587 693.244547
circle 1047.357900 757.467664 -2.482584 -2.482584 0.000000 4.664499 10.700507
line 118.820020 789.940835 131.452121 802.330600
line 953.491107 531.754608 956.021230 513.178969
line 1376.140385 574.458533 1377.267243 550.643560
line 1368.193047 653.131101 1367.071266 665.642597
line 614.708517 814.812661 664.731141 804.927141
line 1787.058795 384.767164 1715.191114 418.449214
line 916.692071 606.875029 968.300263 614.427356
line 1440.594412 641.905490 1461.862136 642.413521
line 1338.274618 671.608787 1320.170427 661.433816
line 1128.153102 682.975224 1115.625071 680.624619
line 940.625520 696.789373 923.118578 696.683111
line 1438.041090 741.680829 1453.411720 735.038481
line 1984.365215 445.078920 1994.951299 469.121249
line 1581.809239 468.261091 1434.306762 476.969146
line 1936.262562 596.701010 1932.741204 583.797490
line 1481.692909 725.290814 1498.862927 715.935209
line 1881.455413 795.179777 1867.905020 809.161811
line 1520.304956 561.848204 1523.024551 529.366590
line 1322.031150 586.365585 1344.355308 588.346877
line 1408.345770 585.726012 1407.155382 603.058407
line 1128.245061 675.772831 1130.154758 658.074260
line 1307.818293 810.365414 1343.381979 803.139825
line 1763.123764 391.275768 1789.031253 381.007688
line 276.789301 440.662243 277.351066 423.100244
line 705.875394 455.310695 586.970568 436.277947
line 1258.624051 621.899162 1259.351503 606.873862
line 41.804704 609.970486 50.521790 625.682262
line 1234.351137 629.729149 1219.251242 628.711713
line 2045.656735 705.329216 1980.645499 707.491371
line 1795.225104 788.130430 1825.079215 767.914982
line 1202.756116 376.414035 1189.522961 378.062653
line 1514.402202 596.465142 1498.128789 596.992032
line 326.235708 778.583182 306.650779 794.395515
line 291.771006 420.629739 292.571929 438.207158
line 313.296152 503.137432 312.229917 410.606507
line 828.000967 482.412343 744.378466 463.109984
line 1475.649340 513.403707 1509.468899 510.450207
line 1464.427219 582.385005 1488.184135 579.952549
line 1439.378736 605.532849 1413.121216 604.468342
line 735.669672 781.962629 794.945657 751.744400
line 351.434535 753.945428 326.901935 778.152298
line 1717.339494 859.270979 1705.004654 855.039533
line 1021.867083 473.218646 961.978111 468.155387
line 520.506041 512.843055 331.762621 502.720368
line 1007.507419 620.696559 1012.893181 573.098769
line 1270.637092 604.448934 1283.408780 602.360143
line 1293.143807 631.064215 1318.154624 630.785754
line 1162.690824 661.726161 1173.191432 677.233600
line 1552.514302 688.973097 1515.579594 716.814764
line 1609.416938 847.604161 1595.555508 846.488049
line 1962.518657 450.661561 1963.804399 471.984778
line 1929.368583 486.384979 1884.343567 486.974565
line 584.686342 505.555437 581.796166 544.554430
circle 1969.776329 621.159529 -2.244552 -2.244552 0.000000 3.726008 9.458166
line 1865.713140 810.311725 1774.312757 784.596231
line 595.814965 404.392436 604.193546 313.108345
line 2020.734626 373.913476 2045.729561 372.569291
line 276.854723 421.761550 289.617267 419.480475
line 1214.609163 503.800161 1208.176566 501.179822
line 904.634227 675.401675 883.954804 671.763199
line 1697.049871 747.327200 1751.274338 781.575999
line 1991.308058 465.954917 1982.161604 446.738584
line 1496.966949 585.225714 1515.633982 583.208102
line 969.473569 636.893073 973.849299 613.028609
line 1135.002133 657.281904 1142.022656 668.028540
line 1344.023769 803.129015 1386.659473 791.110423
line 1851.814261 819.672004 1839.325316 817.117950
line 0.603778 372.403906 45.638932 371.919028
line 1950.408335 516.666392 1962.667118 503.934144
line 1379.373606 555.835154 1406.880686 556.017555
line 1104.601035 644.178584 1087.024953 645.903206
line 1705.320904 854.806544 1671.339573 830.860945
line 805.254910 387.827305 814.250857 414.417001
line 1939.621777 539.726767 1956.235277 521.171411
line 966.184428 582.574336 981.154652 563.800593
line 1520.661433 626.649430 1498.143193 623.012359
line 1120.736429 661.791818 1121.582715 675.642858
line 800.004262 724.461842 802.082380 709.403620
line 937.630528 513.202265 933.037353 558.116037
line 1721.116639 797.073727 1678.060592 811.685207
line 1674.370654 811.862911 1664.321381 815.475862
line 784.037139 343.765444 747.941233 324.723346
line 761.452005 334.275629 834.555972 379.079720
line 1814.485614 475.599768 1809.840031 455.233793
line 1598.321295 457.303655 1585.111577 474.250443
line 1998.260505 499.346544 1991.406947 466.710790
line 1315.591101 523.451732 1348.139014 522.256686
line 1903.123826 640.319706 1915.628448 640.271618
line 1313.327251 665.390007 1344.875939 692.542966
line 1761.985901 784.629236 1716.258044 804.576233
line 1270.617911 815.574496 1307.027838 810.463877
line 721.041931 443.162533 722.848012 423.100065
line 893.125737 526.550987 869.373017 526.496971
line 1443.050999 561.809987 1442.062265 581.945575
line 1246.752902 576.698484 1250.590180 546.870520
line 1294.296940 605.620649 1294.786988 596.828293
line 1332.798352 600.314972 1353.696565 607.577283
line 1137.447502 639.338039 1138.336702 653.111333
line 916.837943 660.876867 925.582561 662.163451
line 1888.096749 829.351740 1911.799540 800.562871
line 936.667218 814.859912 928.948927 819.496538
line 587.249123 330.667876 592.420441 285.544255
line 1814.398573 401.874343 1814.610268 409.472920
line 889.421505 572.010464 894.010821 528.086949
line 1120.596025 583.803640 1143.164765 582.659121
line 1231.608184 614.097396 1246.833797 618.275162
line 53.316655 635.915949 41.218637 617.730087
line 1936.690125 448.674328 1956.981735 446.751186
line 353.106085 485.017125 443.101636 487.668140
line 1412.839850 764.919385 1454.812497 747.957606
line 1386.914917 790.750563 1411.785663 782.843984
line 724.854348 421.870541 725.052089 443.130329
line 1207.165951 534.514652 1208.085204 524.371393
line 1510.630457 533.247436 1480.634333 534.584392
line 1448.531731 579.380772 1448.394787 559.373153
line 1249.281758 722.584766 1277.486410 775.962430
line 1576.874878 403.089121 1554.375138 403.165609
line 1347.769516 408.165406 1334.144368 420.367470
line 1994.419990 469.102220 2000.537312 498.143471
line 1300.512875 563.120998 1301.361028 539.356656
line 1348.169923 567.284315 1303.098235 564.875874
line 1443.052327 623.122222 1444.199128 593.118278
line 926.165630 661.279513 933.574861 652.453316
line 1132.019244 699.236625 1121.307102 712.672217
line 1517.364602 740.173915 1535.153915 725.070153
line 317.038058 753.096780 328.264821 754.528937
line 1239.363178 741.312262 1267.998834 804.318563
line 1588.206341 778.364620 1637.605799 761.595506
line 1884.760239 394.960870 1922.629643 387.014358
line 57.441134 681.931189 35.764713 418.113521
line 1414.410481 684.375684 1414.892926 659.360881
line 881.896663 685.493698 866.491079 682.951969
line 1154.158461 684.385083 1155.383488 710.694448
line 1949.305346 706.293190 1888.198159 699.923193
line 1544.540784 712.621388 1490.492589 750.950904
line 1230.670392 833.666064 1274.427028 829.995164
line 1677.843235 842.587857 1661.500323 851.160734
line 1633.210024 308.725787 1614.615252 306.290523
line 882.879617 680.559722 909.291085 686.030144
line 65.791471 693.180294 0.576849 701.497446
line 1289.141432 790.177249 1317.143257 786.324897
line 224.183979 150.062829 239.916019 144.717204
line 574.499875 217.781159 496.888677 211.700439
line 827.233911 471.917923 835.610789 401.873300
line 1004.205460 465.360282 990.433065 462.990427
line 1049.444453 476.118991 1021.946857 473.592826
line 1898.096114 480.650036 1897.581000 454.336709
line 6.679211 597.991316 13.905529 587.407945
line 1957.692003 597.907880 1982.966431 608.503253
line 1152.571143 616.898074 1153.525771 588.096852
line 1114.036890 640.732971 1136.765169 634.004024
line 1503.473280 661.458755 1491.671789 666.388529
line 1420.092904 656.863737 1419.484074 685.627309
line 890.148719 699.155866 902.926709 695.013352
line 796.694209 472.623921 828.219352 480.234150
line 933.795993 535.682746 935.522931 515.616216
line 861.996596 661.334849 920.858971 674.585660
line 1360.544157 722.030288 1330.797317 706.544005
line 628.255998 303.954233 709.776876 329.334167
line 1333.012593 436.157301 1340.109980 442.271886
line 961.724593 468.423902 895.561090 391.930279
line 1378.064441 607.982912 1438.158197 611.267660
line 1169.991403 676.770708 1172.357445 690.754866
line 3.227718 530.568744 4.375871 558.176948
line 394.315628 745.106360 414.339410 742.814108
line 845.887987 391.502027 826.300047 377.690411
line 30.635168 385.926788 0.585049 386.939236
line 1994.542920 527.856804 1980.927374 512.850647
line 1218.149180 535.994046 1208.156709 535.719773
line 1320.664590 633.058928 1348.432856 649.697365
line 881.629253 652.780578 896.858831 654.516827
line 1719.754803 843.204904 1705.815442 834.083951
line 240.447668 142.488584 255.958419 146.971339
line 1229.253853 510.813498 1212.166452 502.468637
line 1125.607900 724.761647 1133.886474 698.363804
line 1507.296893 746.339475 1516.732941 740.767549
line 1185.161125 790.798648 1179.845112 738.330667
line 214.816806 155.180139 223.650559 150.332768
line 71.074620 148.001873 132.241593 158.486261
line 1686.841912 429.391577 1758.372443 392.434545
line 1638.974254 404.157263 1592.621945 456.289135
line 1349.631471 524.335698 1347.950926 566.818666
line 1445.619880 628.103785 1462.115740 624.122459
line 1157.020531 638.151637 1146.867481 639.309041
line 891.752420 659.906290 880.797189 657.378692
line 279.334124 718.521758 296.885365 718.957422
line 1497.771000 739.381923 1540.131005 709.185537
line 1278.154522 776.008772 1287.680457 790.079711
line 1750.050643 841.920536 1763.709735 849.582597
line 1806.981352 429.498586 1804.668239 408.093312
line 1900.906529 445.874924 1912.000319 443.792670
line 964.564642 550.614393 964.501489 564.369842
line 1415.619532 569.763523 1440.626459 569.604788
line 1518.132047 575.658439 1489.343526 581.725660
line 1414.377674 589.252263 1441.864627 589.851116
line 379.283178 745.925720 394.452041 746.823909
line 390.350373 780.444763 376.463153 801.604706
line 809.164484 315.941509 770.194689 290.021968
line 604.372119 419.407965 593.098976 418.422783
line 1074.542336 478.834233 1050.534745 476.590867
line 960.247727 482.613275 950.053382 465.227229
line 1981.788706 503.980865 1994.500388 501.197690
line 1348.132522 613.184768 1366.899899 610.822839
line 1315.620903 619.283081 1356.955929 617.440856
line 1135.644837 633.036963 1111.880423 633.442674
line 1064.289522 646.253408 1048.000842 644.037777
line 1141.130882 655.643458 1141.679103 640.617853
line 883.218516 670.256891 860.591076 664.508538
line 918.082969 678.430761 904.587977 676.575677
line 1138.536919 697.896417 1130.949905 725.713616
line 1525.655957 750.362281 1509.382762 750.872540
line 398.791083 787.211693 406.610964 771.741535
line 959.586715 312.213584 953.299767 319.375674
line 660.708643 435.051300 588.111587 424.467001
line 1229.488727 498.550753 1210.581267 495.941955
line 1085.629838 515.210420 1103.127455 515.414603
line 1510.042155 510.802370 1512.091102 531.975054
line 1526.109899 529.303565 1523.300694 559.391404
line 965.126248 565.576875 963.310672 584.392916
line 1132.540985 590.324246 1152.941397 584.146503
line 824.286832 685.522517 835.178130 676.152609
line 1981.828365 703.862630 1904.322054 698.962440
line 812.691193 723.000680 818.367248 703.194423
line 1535.728598 724.503916 1548.966094 713.866163
line 369.740466 776.284525 353.152147 754.036782
line 1177.706206 802.451926 1185.820763 790.760876
line 414.279342 215.003581 350.689242 224.792334
line 605.843305 270.898026 580.436013 265.220771
